4,4,0.9155
8,8,0.91579
16,16,0.9003
20,20,0.7516
20,14,0.9106
24,14,0.8821
26,14,0.8449
26,8,0.8646
26,20,0.1472
24,4,0.8912
24,12,0.8864
24,16,0.8620
20,8,0.9149
20,16,0.8991
16,4,0.9150
16,12,0.9140
8,14,0.9120
8,20,0.7521
4,12,0.91379
4,16,0.8999
0,4,0.9155
0,8,0.9156
0,12,0.91379
0,14,0.9120
0,16,0.8999
0,20,0.7524
4,0,0.9157
8,0,0.9155
16,0,0.915
20,0,0.9145
24,0,0.8917
26,0,0.8657
